symbol,series,isin,name
UNITEDTEA,EQ,INE458F01011,UNITED NILGIRI TEA LTD
UNIVCABLES,EQ,INE279A01012,UNIVERSAL CABLES LTD
UNOMINDA,EQ,INE405E01023,UNO MINDA LIMITED
UPHOT,EQ,INE726E01014,U P HOTELS LTD.
UPL,EQ,INE628A01036,UPL LIMITED
URBANCO,EQ,INE0CAZ01013,URBAN COMPANY LIMITED
URJA,EQ,INE550C01020,URJA GLOBAL LIMITED
USHAMART,EQ,INE228A01035,USHA MARTIN LTD.
USK,EQ,INE0N0Y01013,UDAYSHIVAKUMAR INFRA LTD
UTIAMC,EQ,INE094J01016,UTI ASSET MNGMT CO LTD
UTKARSHBNK,EQ,INE735W01017,UTKARSH SMALL FIN BANK L
UTLSOLAR,EQ,INE12UR01024,FUJIYAMA POWER SYSTEMS L
UTTAMSUGAR,EQ,INE786F01031,UTTAM SUGAR MILLS LTD.
V2RETAIL,EQ,INE945H01021,V2 RETAIL LIMITED
VADILALIND,EQ,INE694D01016,VADILAL INDUSTRIES LTD
VADILENT,EQ,INE693D01018,VADILAL ENTERPRISES LTD.
VAIBHAVGBL,EQ,INE884A01027,VAIBHAV GLOBAL LIMITED
VAISHALI,EQ,INE972X01022,VAISHALI PHARMA LIMITED
VAKRANGEE,EQ,INE051B01021,VAKRANGEE LIMITED
VAL30IETF,EQ,INF109KC16X5,ICICIPRAMC - VAL30IETF
VALUE,EQ,INF769K01QV2,MIRAEAMC - VALUE
VALUEAXIS,EQ,INF846KA1119,AXISAMC-VALUEAXIS
VAML,EQ,INE1CDF01017,VEDANTA ALUMINIUM METAL L
VARDMNPOLY,EQ,INE835A01029,VARDHMAN POLYTEX LTD.
VARROC,EQ,INE665L01035,VARROC ENGINEERING LTD.
VASCONEQ,EQ,INE893I01013,VASCON ENGINEERS LTD
VASWANI,EQ,INE590L01019,VASWANI IND LTD
VBL,EQ,INE200M01039,VARUN BEVERAGES LIMITED
VEDAVAAG,EQ,INE359B01010,VEDAVAAG SYSTEMS LTD.
VEDL,EQ,INE205A01025,VEDANTA LIMITED
VEDPOWER,EQ,INE694L01019,VEDANTA POWER LIMITED
VEEDOL,EQ,INE484C01030,VEEDOL CORPORATION LTD
VENKEYS,EQ,INE398A01010,VENKY S (INDIA) LIMITED
VENTIVE,EQ,INE781S01027,VENTIVE HOSPITALITY LTD
VENUSPIPES,EQ,INE0JA001018,VENUS PIPES & TUBES LTD
VERANDA,EQ,INE0IQ001011,VERANDA LEARNING SOL LTD
VERTOZ,EQ,INE188Y01031,VERTOZ LIMITED
VESUVIUS,EQ,INE386A01023,VESUVIUS INDIA LTD
VGCL,EQ,INE761Q01015,VIBRANT GLOBAL CAPITAL L
VGL,EQ,INE273D01027,VARVEE GLOBAL LIMITED
VGUARD,EQ,INE951I01027,V-GUARD IND LTD.
VHL,EQ,INE701A01023,VARDHMAN HOLDINGS LIMITED
VIDHIING,EQ,INE632C01026,VIDHI SPCLTY F INGRDNTS L
VIDYAWIRES,EQ,INE14UN01029,VIDYA WIRES LIMITED
VIJAYA,EQ,INE043W01024,VIJAYA DIAGNOSTIC CEN LTD
VIJSOLX,EQ,INE362D01010,VIJAY SOLVEX LTD.
VIKASECO,EQ,INE806A01020,VIKAS ECOTECH LIMITED
VIKASLIFE,EQ,INE161L01027,VIKAS LIFECARE LIMITED
VIKRAMSOLR,EQ,INE078V01014,VIKRAM SOLAR LIMITED
VIKRAN,EQ,INE01R501028,VIKRAN ENGINEERING LTD
VIMTALABS,EQ,INE579C01029,VIMTA LABS LIMITED
VINATIORGA,EQ,INE410B01037,VINATI ORGANICS LTD
VINCOFE,EQ,INE498Q01014,VINTAGE COFFEE N BVRGS L
VINDHYATEL,EQ,INE707A01012,VINDHYA TELELINKS LTD
VINEETLAB,EQ,INE505Y01010,VINEET LABORATORIES LTD
VINNY,EQ,INE01KI01027,VINNY OVERSEAS LIMITED
VINYLINDIA,EQ,INE250B01029,VINYL CHEMICALS (I) LTD.
VIPCLOTHNG,EQ,INE450G01024,VIP CLOTHING LIMITED
VIPIND,EQ,INE054A01027,VIP INDUSTRIES LTD
VIRAT,EQ,INE467D01017,VIRAT INDUSTRIES LTD.
VIRINCHI,EQ,INE539B01017,VIRINCHI LIMITED
VISACHROME,EQ,INE286H01012,VISA CHROME LIMITED
VISAKAIND,EQ,INE392A01021,VISAKA INDUSTRIES LIMITED
VISHAL,EQ,INE755Q01025,VISHAL FABRICS LTD.
VISHNU,EQ,INE270I01022,VISHNU CHEMICALS LIMITED
VISHWARAJ,EQ,INE430N01022,VISHWARAJ SUGAR IND LTD
VISL,EQ,INE1CLE01013,VEDANTA IRON AND STEEL L
VITAL,EQ,INE0L4K01016,VITAL CHEMTECH LIMITED
VIVIANA,EQ,INE0MEG01014,VIVIANA POWER TECH LTD
VIVIDHA,EQ,INE370E01029,VISAGAR POLYTEX LTD
VIVOBIOT,EQ,INE380K01017,VIVO BIO TECH LTD.
VIYASH,EQ,INE807F01027,VIYASH SCIENTIFIC LIMITED
VLEGOV,EQ,INE03HW01020,VL E GOV AND IT SOL LTD
VLSFINANCE,EQ,INE709A01018,VLS FINANCE LTD
VMART,EQ,INE665J01013,VMART RETAIL LTD
VMM,EQ,INE01EA01019,VISHAL MEGA MART LIMITED
VMSTMT,EQ,INE0SJA01013,VMS TMT LIMITED
VOEPL,EQ,INE0I0T01010,VIRTUOSO OPTOELECTRONIC L
VOGL,EQ,INE704J01044,VEDANTA OIL AND GAS LTD
VOITHPAPR,EQ,INE285C01015,VOITH PAPER FABRICS IND L
VOLTAMP,EQ,INE540H01012,VOLTAMP TRANSFORMERS LTD
VOLTAS,EQ,INE226A01021,VOLTAS LTD
VPRPL,EQ,INE0AE001013,VISHNU PRAKASH R PUNGLI L
VRAJ,EQ,INE0S2V01010,VRAJ IRON AND STEEL LTD
VRLLOG,EQ,INE366I01010,VRL LOGISTICS LIMITED
VSSL,EQ,INE050M01012,VARDHMAN SPC STEEL LTD
VSTIND,EQ,INE710A01016,VST INDUSTRIES LTD
VSTL,EQ,INE0QTF01015,VIBHOR STEEL TUBES LTD
VSTTILLERS,EQ,INE764D01017,VST TILLERS TRACTORS LTD
VTL,EQ,INE825A01020,VARDHMAN TEXTILES LIMITED
VTMLTD,EQ,INE222F01029,V T M LTD.
WAAREEENER,EQ,INE377N01017,WAAREE ENERGIES LIMITED
WAAREEINDO,EQ,INE866K01023,INDOSOLAR LIMITED
WAAREERTL,EQ,INE299N01021,WAAREE RENEWABLE TECH LTD
WABAG,EQ,INE956G01038,VA TECH WABAG LTD
WAKEFIT,EQ,INE0E7301029,WAKEFIT INNOVATIONS LTD
WALCHANNAG,EQ,INE711A01022,WALCHANDNAGAR INDUSTRIES
WANBURY,EQ,INE107F01022,WANBURY LIMITED
WARDINMOBI,EQ,INE945P01024,WARDWIZARD INNO & MOB L
WATERBASE,EQ,INE054C01015,WATERBASE LTD.
WCIL,EQ,INE0CJF01024,WESTERN CARRIERS (IND) L
WEALTH,EQ,INE658T01017,WEALTH FRST PORT. MG. LTD
WEBELSOLAR,EQ,INE855C01023,WEBSOL ENERGY SYSTEM LTD
WEIZMANIND,EQ,INE080A01014,WEIZMANN LTD
WEL,EQ,INE02WG01024,WONDER ELECTRICALS LTD
WELCORP,EQ,INE191B01025,WELSPUN CORP LIMITED
WELENT,EQ,INE625G01013,WELSPUN ENTERPRISES LTD.
WELSPLSOL,EQ,INE731F01037,WELSPUN SPECIALTY SOL L
WELSPUNLIV,EQ,INE192B01031,WELSPUN LIVING LIMITED
WENDT,EQ,INE274C01019,WENDT (INDIA) LIMITED
WESTLIFE,EQ,INE274F01020,WESTLIFE FOODWORLD LTD
WEWIN,EQ,INE082W01014,WE WIN LIMITED
WEWORK,EQ,INE085001019,WEWORK INDIA MANAGEMENT L
WHBRADY,EQ,INE855A01019,W H BRADY & CO. LTD.
WHEELS,EQ,INE715A01015,WHEELS INDIA LTD
WHIRLPOOL,EQ,INE716A01013,WHIRLPOOL OF INDIA LTD
WILLAMAGOR,EQ,INE210A01017,WILLIAMSON MAGOR
WINDLAS,EQ,INE0H5O01029,WINDLAS BIOTECH LIMITED
WINDMACHIN,EQ,INE052A01021,WINDSOR MACHINES LIMITED
WIPL,EQ,INE215F01023,THE WESTERN INDIA PLY LTD
WIPRO,EQ,INE075A01022,WIPRO LTD
WOCKPHARMA,EQ,INE049B01025,WOCKHARDT LIMITED
WONDERLA,EQ,INE066O01014,WONDERLA HOLIDAYS LTD.
WORTHPERI,EQ,INE196Y01018,WORTH PERIPHERALS LIMITED
WPIL,EQ,INE765D01022,W P I L LTD.
WSI,EQ,INE100D01014,W.S.INDUSTRIES (I) LTD.
WSTCSTPAPR,EQ,INE976A01021,WEST COAST PAPER MILLS LT
XCHANGING,EQ,INE692G01013,XCHANGING SOLUTIONS LTD
XELPMOC,EQ,INE01P501012,XELPMOC DESIGN & TECH LTD
XPROINDIA,EQ,INE445C01015,XPRO INDIA LIMITED
XTGLOBAL,EQ,INE547B01028,XTGLOBAL INFOTECH LIMITED
XTRANET,EQ,INE0NG701011,XTRANET TECHNOLOGIES LTD
YASHO,EQ,INE616Z01012,YASHO INDUSTRIES LIMITED
YATHARTH,EQ,INE0JO301016,YATHARTH HOSP & TRA C S L
YATRA,EQ,INE0JR601024,YATRA ONLINE LIMITED
YESBANK,EQ,INE528G01035,YES BANK LIMITED
YOGI,EQ,INE290E01011,YOGI LTD.
YUKEN,EQ,INE384C01016,YUKEN INDIA LIMITED
ZAGGLE,EQ,INE07K301024,ZAGGLE PREPA OCEAN SER L
ZEEL,EQ,INE256A01028,ZEE ENTERTAINMENT ENT LTD
ZEELEARN,EQ,INE565L01011,ZEE LEARN LIMITED
ZEEMEDIA,EQ,INE966H01019,ZEE MEDIA CORPORATION LTD
ZENITHEXPO,EQ,INE058B01018,ZENITH EXPORTS LTD
ZENITHSTL,EQ,INE318D01020,ZENITH STEEL PIP IND LTD
ZENSARTECH,EQ,INE520A01027,ZENSAR TECHNOLOGIES  LTD
ZENTEC,EQ,INE251B01027,ZEN TECHNOLOGIES LIMITED
ZFCVINDIA,EQ,INE342J01019,ZF COM VE CTR SYS IND LTD
ZFSTEERING,EQ,INE116C01012,Z F STEERING GEAR (I) LTD
ZIMLAB,EQ,INE518E01015,ZIM LABORATORIES LIMITED
ZODIAC,EQ,INE761Y01019,ZODIAC ENERGY LIMITED
ZODIACLOTH,EQ,INE206B01013,ZODIAC CLOTHING CO. LTD.
ZOTA,EQ,INE358U01012,ZOTA HEALTH CARE LIMITED
ZSARACOM,EQ,INE967G01019,SARASWATI COMM (INDIA) L
ZUARI,EQ,INE840M01016,ZUARI AGRO CHEMICALS LTD
ZUARIIND,EQ,INE217A01012,ZUARI INDUSTRIES LIMITED
ZYDUSLIFE,EQ,INE010B01027,ZYDUS LIFESCIENCES LTD
ZYDUSWELL,EQ,INE768C01028,ZYDUS WELLNESS LIMITED
